unix_time,track_id,name,u,v,n_detections
1774589177.529946,1417,Car_100,100.10,418.19,35
1774589177.529946,1520,Car_45,372.13,366.48,35
1774589177.529946,1507,Car_49,492.01,345.09,35
1774589177.529946,1368,Car_53,425.84,378.81,35
1774589177.529946,1517,Car_55,514.75,363.54,35
1774589177.529946,1527,Car_64,638.00,390.27,35
1774589177.529946,1465,House_Base_Quart_01_374,188.85,385.28,35
1774589177.529946,1532,House_Base_Quart_2,204.81,383.11,35
1774589177.529946,1481,House_Base_Quart_4,181.28,383.28,35
1774589177.529946,1531,House_Base_Quart_6,220.23,381.01,35
1774589177.529946,1509,House_Base_Quart_7,227.07,377.18,35
1774589177.529946,1538,House_Base_Quart_8,225.91,371.61,35
1774589177.529946,1503,Tree_20,397.29,425.88,35
1774589177.529946,1348,Tree_23,231.67,438.83,35
1774589177.529946,1515,Tree_26,320.00,458.80,35
1774589177.529946,1543,Tree_28,51.30,405.41,35
1774589177.529946,1537,Tree_851,562.53,347.47,35
1774589177.529946,1446,InstancedFoliageActor_0,254.07,153.09,35
1774589177.529946,1530,Small_House_25,602.95,353.03,35
1774589177.529946,1544,Small_House_26,516.84,335.44,35
1774589177.529946,1472,Small_House_27,415.67,343.71,35
1774589177.529946,1548,Small_House_32,373.96,352.82,35
1774589177.529946,1540,Small_House_43,611.31,416.57,35
1774589177.529946,1526,Small_House_44,536.53,387.82,35
1774589177.529946,1546,Small_House_45,571.20,375.49,35
1774589177.530949,1545,Small_House_47,151.49,442.33,35
1774589177.530949,1547,Car_Porch_Prefab_10575,493.32,337.42,35
1774589177.530949,1549,Small_House_28,14.27,458.38,35
1774589177.713600,1533,Birch_12,276.07,474.50,37
1774589177.713600,1453,Birch_14,349.33,476.40,37
1774589177.713600,1352,Birch_15,333.89,468.50,37
1774589177.713600,1469,Birch_16,304.56,434.17,37
1774589177.713600,1496,Birch_19,264.41,456.51,37
1774589177.713600,1427,Birch_20,297.95,420.79,37
1774589177.713600,1515,Birch_21,289.54,405.08,37
1774589177.713600,1322,Birch_834,473.14,370.65,37
1774589177.713600,1417,Car_100,99.16,422.63,37
1774589177.713600,1520,Car_45,373.73,367.67,37
1774589177.713600,1507,Car_49,494.13,344.99,37
1774589177.713600,1465,Car_51,195.09,422.12,37
1774589177.713600,1368,Car_53,428.08,379.77,37
1774589177.713600,1517,Car_55,517.42,363.53,37
1774589177.713600,1481,House_Base_Quart_01_374,188.95,388.28,37
1774589177.713600,1532,House_Base_Quart_2,205.06,385.94,37
1774589177.713600,1531,House_Base_Quart_3,181.99,380.09,37
1774589177.713600,1509,House_Base_Quart_4,181.30,386.30,37
1774589177.713600,1538,House_Base_Quart_6,220.63,383.67,37
1774589177.713600,1348,House_Base_Quart_7,227.51,379.72,37
1774589177.713600,1503,Tree_20,400.97,426.76,37
1774589177.713600,1545,Tree_23,232.38,440.39,37
1774589177.713600,1543,Tree_28,50.47,407.12,37
1774589177.713600,1537,Tree_851,565.40,346.97,37
1774589177.713600,1540,Tree_858,617.75,410.01,37
1774589177.713600,1446,InstancedFoliageActor_0,254.26,156.45,37
1774589177.713600,1530,Small_House_25,604.33,352.16,37
1774589177.713600,1544,Small_House_26,518.95,335.06,37
1774589177.713600,1472,Small_House_27,417.28,344.26,37
1774589177.713600,1549,Small_House_28,13.05,461.29,37
1774589177.713600,1548,Small_House_32,375.41,353.84,37
1774589177.713600,1527,Small_House_43,613.52,416.65,37
1774589177.713600,1526,Small_House_44,540.01,388.18,37
1774589177.713600,1546,Small_House_45,574.67,375.30,37
1774589177.713600,1547,Car_Porch_Prefab_10575,495.31,337.23,37
1774589177.713600,1550,Small_House_47,150.85,444.09,37
1774589177.713600,1551,Tree_26,320.00,461.17,37
1774589177.917638,1533,Birch_12,278.10,476.91,38
1774589177.917638,1453,Birch_14,352.96,478.58,38
1774589177.917638,1352,Birch_15,336.84,470.44,38
1774589177.917638,1469,Birch_16,306.44,437.45,38
1774589177.917638,1496,Birch_19,265.89,458.39,38
1774589177.917638,1427,Birch_20,299.61,423.77,38
1774589177.917638,1515,Birch_21,290.95,407.73,38
1774589177.917638,1322,Birch_834,475.98,370.79,38
1774589177.917638,1417,Car_100,98.28,427.41,38
1774589177.917638,1520,Car_45,375.55,368.63,38
1774589177.917638,1507,Car_49,496.47,344.45,38
1774589177.917638,1465,Car_51,195.47,425.97,38
1774589177.917638,1368,Car_53,430.60,380.44,38
1774589177.917638,1517,Car_55,520.37,363.06,38
1774589177.917638,1481,House_Base_Quart_01_374,189.18,391.38,38
1774589177.917638,1532,House_Base_Quart_2,205.45,388.84,38
1774589177.917638,1531,House_Base_Quart_3,182.14,383.10,38
1774589177.917638,1509,House_Base_Quart_4,181.45,389.44,38
1774589177.917638,1538,House_Base_Quart_6,221.17,386.38,38
1774589177.917638,1348,House_Base_Quart_7,228.10,382.29,38
1774589177.917638,1545,House_Base_Quart_8,226.88,376.53,38
1774589177.917638,1503,Tree_20,405.26,427.55,38
1774589177.917638,1550,Tree_23,233.45,441.98,38
1774589177.917638,1551,Tree_26,320.00,463.68,38
1774589177.917638,1543,Tree_28,49.61,408.95,38
1774589177.917638,1537,Tree_851,568.55,345.94,38
1774589177.917638,1540,Tree_858,620.94,409.20,38
1774589177.917638,1446,InstancedFoliageActor_0,254.43,160.28,38
1774589177.917638,1530,Small_House_25,605.84,350.67,38
1774589177.917638,1544,Small_House_26,521.26,334.19,38
1774589177.917638,1472,Small_House_27,419.10,344.49,38
1774589177.917638,1549,Small_House_28,11.80,464.49,38
1774589177.917638,1548,Small_House_32,377.06,354.63,38
1774589177.917638,1527,Small_House_43,615.96,416.14,38
1774589177.917638,1526,Small_House_44,543.88,388.07,38
1774589177.917638,1546,Small_House_45,578.50,374.58,38
1774589177.917638,1547,Car_Porch_Prefab_10575,497.51,336.59,38
1774589177.917638,1552,Small_House_47,150.36,445.94,38
1774589178.095707,1533,Birch_12,279.88,478.88,35
1774589178.095707,1352,Birch_15,339.43,471.98,35
1774589178.095707,1469,Birch_16,308.07,440.03,35
1774589178.095707,1496,Birch_19,267.19,459.89,35
1774589178.095707,1427,Birch_20,301.04,426.07,35
1774589178.095707,1515,Birch_21,292.16,409.76,35
1774589178.095707,1322,Birch_834,478.38,370.62,35
1774589178.095707,1417,Car_100,97.51,431.30,35
1774589178.095707,1520,Car_45,377.10,369.18,35
1774589178.095707,1507,Car_49,498.41,343.70,35
1774589178.095707,1465,Car_51,195.78,429.04,35
1774589178.095707,1368,Car_53,432.73,380.73,35
1774589178.095707,1517,Car_55,522.84,362.35,35
1774589178.095707,1532,House_Base_Quart_2,205.78,391.08,35
1774589178.095707,1531,House_Base_Quart_3,182.25,385.44,35
1774589178.095707,1538,House_Base_Quart_6,221.62,388.45,35
1774589178.095707,1348,House_Base_Quart_7,228.60,384.24,35
1774589178.095707,1545,House_Base_Quart_8,227.34,378.39,35
1774589178.095707,1503,Tree_20,409.09,428.11,35
1774589178.095707,1550,Tree_23,234.33,443.24,35
1774589178.095707,1543,Tree_28,49.23,410.44,35
1774589178.095707,1537,Tree_851,571.18,344.74,35
1774589178.095707,1540,Tree_858,623.34,408.35,35
1774589178.095707,1446,InstancedFoliageActor_0,254.67,163.47,35
1774589178.095707,1530,Small_House_25,607.04,349.08,35
1774589178.095707,1544,Small_House_26,523.17,333.15,35
1774589178.095707,1472,Small_House_27,420.61,344.41,35
1774589178.095707,1549,Small_House_28,10.82,467.18,35
1774589178.095707,1548,Small_House_32,378.45,355.03,35
1774589178.095707,1527,Small_House_43,617.95,415.35,35
1774589178.095707,1526,Small_House_44,547.15,387.67,35
1774589178.095707,1546,Small_House_45,581.71,373.65,35
1774589178.095707,1552,Small_House_47,149.93,447.42,35
1774589178.095707,1547,Car_Porch_Prefab_10575,499.33,335.75,35
1774589178.095707,1553,Tree_26,320.00,240.00,35
1774589178.284714,1352,Birch_15,341.86,473.42,34
1774589178.284714,1469,Birch_16,309.56,442.35,34
1774589178.284714,1496,Birch_19,268.34,461.26,34
1774589178.284714,1427,Birch_20,302.34,428.13,34
1774589178.284714,1515,Birch_21,293.24,411.53,34
1774589178.284714,1322,Birch_834,480.60,370.29,34
1774589178.284714,1417,Car_100,96.61,434.89,34
1774589178.284714,1520,Car_45,378.49,369.52,34
1774589178.284714,1507,Car_49,500.18,342.80,34
1774589178.284714,1465,Car_51,195.98,431.82,34
1774589178.284714,1368,Car_53,434.69,380.82,34
1774589178.284714,1517,Car_55,525.12,361.50,34
1774589178.284714,1531,House_Base_Quart_01_374,189.45,395.95,34
1774589178.284714,1532,House_Base_Quart_2,205.99,393.05,34
1774589178.284714,1538,House_Base_Quart_4,181.58,394.06,34
1774589178.284714,1348,House_Base_Quart_6,221.96,390.26,34
1774589178.284714,1545,House_Base_Quart_7,228.99,385.92,34
1774589178.284714,1550,House_Base_Quart_8,227.69,379.99,34
1774589178.284714,1503,Tree_20,412.83,428.58,34
1774589178.284714,1533,Tree_23,235.04,444.38,34
1774589178.284714,1553,Tree_26,320.00,240.00,34
1774589178.284714,1537,Tree_851,573.63,343.43,34
1774589178.284714,1540,Tree_858,625.56,407.46,34
1774589178.284714,1446,InstancedFoliageActor_0,254.87,166.39,34
1774589178.284714,1530,Small_House_25,608.12,347.39,34
1774589178.284714,1544,Small_House_26,524.91,331.99,34
1774589178.284714,1472,Small_House_27,421.99,344.15,34
1774589178.284714,1549,Small_House_28,9.76,469.71,34
1774589178.284714,1548,Small_House_32,379.70,355.23,34
1774589178.284714,1527,Small_House_43,619.81,414.42,34
1774589178.284714,1526,Small_House_44,550.20,387.12,34
1774589178.284714,1546,Small_House_45,584.71,372.58,34
1774589178.284714,1552,Small_House_47,149.35,448.76,34
1774589178.284714,1547,Car_Porch_Prefab_10575,500.99,334.77,34
1774589178.485453,1352,Birch_15,344.26,474.93,33
1774589178.485453,1469,Birch_16,310.95,444.71,33
1774589178.485453,1427,Birch_20,303.52,430.18,33
1774589178.485453,1515,Birch_21,294.19,413.26,33
1774589178.485453,1322,Birch_834,482.83,369.83,33
1774589178.485453,1417,Car_100,95.33,438.46,33
1774589178.485453,1520,Car_45,379.83,369.72,33
1774589178.485453,1507,Car_49,501.92,341.75,33
1774589178.485453,1465,Car_51,195.92,434.59,33
1774589178.485453,1368,Car_53,436.64,380.80,33
1774589178.485453,1517,Car_55,527.40,360.52,33
1774589178.485453,1531,House_Base_Quart_01_374,189.30,397.98,33
1774589178.485453,1532,House_Base_Quart_2,206.00,394.91,33
1774589178.485453,1538,House_Base_Quart_3,182.04,389.42,33
1774589178.485453,1348,House_Base_Quart_6,222.12,391.95,33
1774589178.485453,1545,House_Base_Quart_7,229.19,387.48,33
1774589178.485453,1550,House_Base_Quart_8,227.87,381.46,33
1774589178.485453,1503,Tree_20,416.71,429.04,33
1774589178.485453,1533,Tree_23,235.39,445.55,33
1774589178.485453,1553,Tree_26,320.00,240.00,33
1774589178.485453,1549,Tree_28,48.15,413.09,33
1774589178.485453,1537,Tree_851,576.10,341.99,33
1774589178.485453,1446,InstancedFoliageActor_0,255.03,169.14,33
1774589178.485453,1530,Small_House_25,609.22,345.58,33
1774589178.485453,1544,Small_House_26,526.62,330.67,33
1774589178.485453,1472,Small_House_27,423.32,343.73,33
1774589178.485453,1548,Small_House_32,380.90,355.28,33
1774589178.485453,1527,Small_House_43,621.73,413.48,33
1774589178.485453,1526,Small_House_44,553.33,386.49,33
1774589178.485453,1546,Small_House_45,587.76,371.42,33
1774589178.485453,1552,Small_House_47,148.31,450.09,33
1774589178.485453,1547,Car_Porch_Prefab_10575,502.61,333.64,33
1774589178.485453,1554,Small_House_28,8.40,472.31,33
1774589178.664959,1352,Birch_15,345.98,476.12,30
1774589178.664959,1469,Birch_16,311.86,446.45,30
1774589178.664959,1533,Birch_19,269.87,463.73,30
1774589178.664959,1427,Birch_20,304.27,431.63,30
1774589178.664959,1322,Birch_834,484.54,369.31,30
1774589178.664959,1417,Car_100,93.93,441.00,30
1774589178.664959,1520,Car_45,380.78,369.65,30
1774589178.664959,1507,Car_49,503.22,340.74,30
1774589178.664959,1368,Car_53,438.09,380.60,30
1774589178.664959,1517,Car_55,529.14,359.59,30
1774589178.664959,1531,House_Base_Quart_01_374,188.93,399.27,30
1774589178.664959,1532,House_Base_Quart_2,205.78,396.07,30
1774589178.664959,1348,House_Base_Quart_6,222.02,392.98,30
1774589178.664959,1545,House_Base_Quart_7,229.15,388.41,30
1774589178.664959,1503,Tree_20,419.74,429.36,30
1774589178.664959,1465,Tree_23,235.19,446.41,30
1774589178.664959,1553,Tree_26,320.00,240.00,30
1774589178.664959,1549,Tree_28,47.44,413.95,30
1774589178.664959,1537,Tree_851,578.04,340.74,30
1774589178.664959,1446,InstancedFoliageActor_0,255.11,170.93,30
1774589178.664959,1530,Small_House_25,610.06,344.05,30
1774589178.664959,1544,Small_House_26,527.91,329.46,30
1774589178.664959,1472,Small_House_27,424.28,343.18,30
1774589178.664959,1554,Small_House_28,7.02,474.27,30
1774589178.664959,1548,Small_House_32,381.73,355.08,30
1774589178.664959,1527,Small_House_43,623.27,412.75,30
1774589178.664959,1526,Small_House_44,555.78,385.88,30
1774589178.664959,1546,Small_House_45,588.92,370.39,30
1774589178.664959,1552,Small_House_47,147.00,451.04,30
1774589178.664959,1547,Car_Porch_Prefab_10575,503.83,332.56,30
1774589178.868142,1352,Birch_15,347.36,477.20,33
1774589178.868142,1469,Birch_16,312.46,447.83,33
1774589178.868142,1533,Birch_19,270.02,464.61,33
1774589178.868142,1427,Birch_20,304.72,432.70,33
1774589178.868142,1322,Birch_834,486.09,368.57,33
1774589178.868142,1417,Car_100,92.09,442.90,33
1774589178.868142,1520,Car_45,381.53,369.22,33
1774589178.868142,1507,Car_49,504.39,339.50,33
1774589178.868142,1531,Car_51,194.89,437.97,33
1774589178.868142,1368,Car_53,439.35,380.11,33
1774589178.868142,1517,Car_55,530.74,358.48,33
1774589178.868142,1532,House_Base_Quart_01_374,188.27,399.99,33
1774589178.868142,1348,House_Base_Quart_2,205.26,396.68,33
1774589178.868142,1545,House_Base_Quart_6,221.64,393.48,33
1774589178.868142,1465,House_Base_Quart_7,228.83,388.80,33
1774589178.868142,1503,Tree_20,422.54,429.58,33
1774589178.868142,1552,Tree_23,234.31,447.11,33
1774589178.868142,1553,Tree_26,320.00,240.00,33
1774589178.868142,1549,Tree_28,46.49,414.51,33
1774589178.868142,1537,Tree_851,579.88,339.35,33
1774589178.868142,1527,Tree_858,632.02,405.07,33
1774589178.868142,1446,InstancedFoliageActor_0,255.15,172.01,33
1774589178.868142,1530,Small_House_25,610.86,342.45,33
1774589178.868142,1544,Small_House_26,529.08,328.06,33
1774589178.868142,1472,Small_House_27,425.08,342.30,33
1774589178.868142,1554,Small_House_28,5.34,475.92,33
1774589178.868142,1548,Small_House_32,382.39,354.50,33
1774589178.868142,1546,Small_House_43,624.77,412.08,33
1774589178.868142,1526,Small_House_44,558.09,385.15,33
1774589178.868142,1547,Car_Porch_Prefab_10575,504.91,331.26,33
1774589178.868142,1555,Small_House_47,145.09,451.75,33
1774589178.868142,1556,Small_House_45,589.79,369.27,33
1774589178.868142,1557,House_Base_Quart_8,227.49,382.61,33
1774589179.048825,1352,Birch_15,348.16,478.24,32
1774589179.048825,1469,Birch_16,312.66,449.14,32
1774589179.048825,1427,Birch_20,304.82,433.72,32
1774589179.048825,1533,Birch_21,295.04,415.86,32
1774589179.048825,1322,Birch_834,487.27,368.23,32
1774589179.048825,1417,Car_100,90.15,444.32,32
1774589179.048825,1520,Car_45,382.00,369.00,32
1774589179.048825,1507,Car_49,505.28,338.76,32
1774589179.048825,1531,Car_51,193.96,439.13,32
1774589179.048825,1368,Car_53,440.26,379.94,32
1774589179.048825,1517,Car_55,531.98,357.90,32
1774589179.048825,1532,House_Base_Quart_01_374,187.43,400.51,32
1774589179.048825,1348,House_Base_Quart_2,204.57,397.12,32
1774589179.048825,1545,House_Base_Quart_3,180.06,391.62,32
1774589179.048825,1465,House_Base_Quart_6,221.08,393.84,32
1774589179.048825,1557,House_Base_Quart_7,228.33,389.09,32
1774589179.048825,1503,Tree_20,424.64,429.90,32
1774589179.048825,1552,Tree_23,232.91,447.75,32
1774589179.048825,1549,Tree_28,45.48,414.87,32
1774589179.048825,1537,Tree_851,581.38,338.60,32
1774589179.048825,1527,Tree_858,633.80,404.76,32
1774589179.048825,1446,InstancedFoliageActor_0,255.18,172.42,32
1774589179.048825,1530,Small_House_25,611.51,341.57,32
1774589179.048825,1544,Small_House_26,530.00,327.20,32
1774589179.048825,1472,Small_House_27,425.65,341.75,32
1774589179.048825,1554,Small_House_28,3.63,477.20,32
1774589179.048825,1548,Small_House_32,382.81,354.16,32
1774589179.048825,1546,Small_House_43,626.01,412.13,32
1774589179.048825,1526,Small_House_44,559.93,384.94,32
1774589179.048825,1556,Small_House_45,590.49,368.77,32
1774589179.048825,1555,Small_House_47,142.91,452.33,32
1774589179.048825,1547,Car_Porch_Prefab_10575,505.75,330.46,32
1774589179.225516,1352,Birch_15,348.60,479.28,34
1774589179.225516,1469,Birch_16,312.59,450.37,34
1774589179.225516,1552,Birch_19,269.22,466.14,34
1774589179.225516,1533,Birch_21,294.80,416.45,34
1774589179.225516,1322,Birch_834,488.31,368.05,34
1774589179.225516,1417,Car_100,87.96,445.36,34
1774589179.225516,1520,Car_45,382.31,368.79,34
1774589179.225516,1507,Car_49,506.06,338.19,34
1774589179.225516,1531,Car_51,192.76,440.04,34
1774589179.225516,1368,Car_53,440.99,379.85,34
1774589179.225516,1517,Car_55,533.09,357.52,34
1774589179.225516,1532,House_Base_Quart_01_374,186.40,400.77,34
1774589179.225516,1348,House_Base_Quart_2,203.68,397.32,34
1774589179.225516,1545,House_Base_Quart_4,178.22,398.87,34
1774589179.225516,1465,House_Base_Quart_6,220.33,393.99,34
1774589179.225516,1557,House_Base_Quart_7,227.65,389.17,34
1774589179.225516,1503,Tree_20,426.42,430.25,34
1774589179.225516,1427,Tree_23,230.94,448.34,34
1774589179.225516,1549,Tree_28,44.32,415.04,34
1774589179.225516,1537,Tree_851,582.78,338.12,34
1774589179.225516,1527,Tree_858,635.54,404.66,34
1774589179.225516,1446,InstancedFoliageActor_0,255.22,172.26,34
1774589179.225516,1530,Small_House_25,612.11,341.04,34
1774589179.225516,1544,Small_House_26,530.82,326.55,34
1774589179.225516,1472,Small_House_27,426.10,341.27,34
1774589179.225516,1554,Small_House_28,1.74,478.24,34
1774589179.225516,1548,Small_House_32,383.09,353.83,34
1774589179.225516,1546,Small_House_43,627.16,412.63,34
1774589179.225516,1526,Small_House_44,561.61,384.99,34
1774589179.225516,1556,Small_House_45,591.13,368.56,34
1774589179.225516,1555,Small_House_47,140.30,452.81,34
1774589179.225516,1547,Car_Porch_Prefab_10575,506.49,329.83,34
1774589179.225516,1558,House_Base_Quart_8,226.31,382.81,34
1774589179.225516,1559,Tree_26,320.00,240.00,34
1774589179.401681,1469,Birch_16,312.22,451.72,31
1774589179.401681,1552,Birch_19,268.28,466.96,31
1774589179.401681,1533,Birch_20,304.23,435.74,31
1774589179.401681,1427,Birch_21,294.30,417.19,31
1774589179.401681,1322,Birch_834,489.22,368.27,31
1774589179.401681,1417,Car_100,85.40,446.25,31
1774589179.401681,1520,Car_45,382.47,368.82,31
1774589179.401681,1507,Car_49,506.77,338.04,31
1774589179.401681,1531,Car_51,191.24,440.96,31
1774589179.401681,1368,Car_53,441.58,380.10,31
1774589179.401681,1517,Car_55,534.12,357.60,31
1774589179.401681,1532,House_Base_Quart_01_374,185.12,400.99,31
1774589179.401681,1348,House_Base_Quart_2,202.55,397.51,31
1774589179.401681,1545,House_Base_Quart_4,176.90,399.05,31
1774589179.401681,1465,House_Base_Quart_6,219.34,394.15,31
1774589179.401681,1557,House_Base_Quart_7,226.74,389.27,31
1774589179.401681,1503,Tree_20,427.92,430.77,31
1774589179.401681,1558,Tree_23,228.27,449.02,31
1774589179.401681,1549,Tree_28,42.96,415.12,31
1774589179.401681,1537,Tree_851,584.14,338.17,31
1774589179.401681,1527,Tree_858,637.28,404.92,31
1774589179.401681,1446,InstancedFoliageActor_0,255.27,171.61,31
1774589179.401681,1530,Small_House_25,612.70,341.10,31
1774589179.401681,1544,Small_House_26,531.60,326.34,31
1774589179.401681,1472,Small_House_27,426.46,341.08,31
1774589179.401681,1548,Small_House_32,383.24,353.72,31
1774589179.401681,1546,Small_House_43,628.29,413.87,31
1774589179.401681,1526,Small_House_44,563.19,385.55,31
1774589179.401681,1556,Small_House_45,591.73,368.92,31
1774589179.401681,1555,Small_House_47,137.12,453.29,31
1774589179.401681,1547,Car_Porch_Prefab_10575,507.16,329.61,31
1774589179.603905,1469,Birch_16,311.43,452.29,28
1774589179.603905,1552,Birch_19,266.78,467.82,28
1774589179.603905,1533,Birch_20,303.41,436.88,28
1774589179.603905,1427,Birch_21,293.45,417.90,28
1774589179.603905,1322,Birch_834,490.08,368.73,28
1774589179.603905,1417,Car_100,82.17,446.74,28
1774589179.603905,1520,Car_45,382.46,368.87,28
1774589179.603905,1507,Car_49,507.46,338.09,28
1774589179.603905,1368,Car_53,442.04,380.51,28
1774589179.603905,1517,Car_55,535.13,357.98,28
1774589179.603905,1532,House_Base_Quart_01_374,183.42,400.90,28
1774589179.603905,1348,House_Base_Quart_2,201.03,397.42,28
1774589179.603905,1465,House_Base_Quart_6,217.99,394.06,28
1774589179.603905,1557,House_Base_Quart_7,225.48,389.13,28
1774589179.603905,1503,Tree_20,429.18,431.43,28
1774589179.603905,1558,Tree_23,224.43,449.73,28
1774589179.603905,1549,Tree_28,41.22,414.96,28
1774589179.603905,1537,Tree_851,585.59,338.60,28
1774589179.603905,1446,InstancedFoliageActor_0,255.35,170.13,28
1774589179.603905,1530,Small_House_25,613.33,341.62,28
1774589179.603905,1544,Small_House_26,532.40,326.38,28
1774589179.603905,1472,Small_House_27,426.73,340.95,28
1774589179.603905,1548,Small_House_32,383.26,353.62,28
1774589179.603905,1546,Small_House_43,629.48,415.91,28
1774589179.603905,1526,Small_House_44,564.80,386.53,28
1774589179.603905,1556,Small_House_45,592.35,369.72,28
1774589179.603905,1555,Small_House_47,132.93,453.69,28
1774589179.603905,1547,Car_Porch_Prefab_10575,507.83,329.59,28
1774589179.801475,1469,Birch_16,310.38,452.90,28
1774589179.801475,1533,Birch_20,302.35,438.08,28
1774589179.801475,1427,Birch_21,292.39,418.64,28
1774589179.801475,1322,Birch_834,490.84,369.46,28
1774589179.801475,1417,Car_100,78.69,447.00,28
1774589179.801475,1520,Car_45,382.33,369.05,28
1774589179.801475,1507,Car_49,508.08,338.43,28
1774589179.801475,1558,Car_51,186.84,442.32,28
1774589179.801475,1368,Car_53,442.36,381.13,28
1774589179.801475,1517,Car_55,536.05,358.68,28
1774589179.801475,1532,House_Base_Quart_01_374,181.55,400.71,28
1774589179.801475,1348,House_Base_Quart_2,199.33,397.24,28
1774589179.801475,1465,House_Base_Quart_4,173.23,398.64,28
1774589179.801475,1557,House_Base_Quart_6,216.46,393.90,28
1774589179.801475,1552,House_Base_Quart_7,224.07,388.92,28
1774589179.801475,1503,Tree_20,430.15,432.20,28
1774589179.801475,1555,Tree_23,219.93,450.47,28
1774589179.801475,1549,Tree_28,39.34,414.67,28
1774589179.801475,1446,InstancedFoliageActor_0,255.44,168.20,28
1774589179.801475,1530,Small_House_25,613.95,342.58,28
1774589179.801475,1544,Small_House_26,533.15,326.73,28
1774589179.801475,1472,Small_House_27,426.92,341.00,28
1774589179.801475,1548,Small_House_32,383.18,353.64,28
1774589179.801475,1546,Small_House_43,630.63,418.52,28
1774589179.801475,1526,Small_House_44,566.31,387.89,28
1774589179.801475,1556,Small_House_45,592.93,370.94,28
1774589179.801475,1547,Car_Porch_Prefab_10575,508.44,329.86,28
1774589179.801475,1560,Small_House_47,128.28,454.05,28
1774589180.003256,1469,Birch_16,309.06,453.67,30
1774589180.003256,1555,Birch_19,262.75,469.74,30
1774589180.003256,1533,Birch_20,301.04,439.60,30
1774589180.003256,1427,Birch_21,291.10,419.65,30
1774589180.003256,1322,Birch_834,491.55,370.65,30
1774589180.003256,1417,Car_100,74.79,447.27,30
1774589180.003256,1520,Car_45,382.09,369.55,30
1774589180.003256,1507,Car_49,508.70,339.21,30
1774589180.003256,1558,Car_51,184.17,443.10,30
1774589180.003256,1368,Car_53,442.61,382.15,30
1774589180.003256,1517,Car_55,536.98,359.88,30
1774589180.003256,1532,House_Base_Quart_01_374,179.42,400.59,30
1774589180.003256,1348,House_Base_Quart_2,197.40,397.16,30
1774589180.003256,1465,House_Base_Quart_4,171.07,398.44,30
1774589180.003256,1557,House_Base_Quart_6,214.72,393.86,30
1774589180.003256,1552,House_Base_Quart_7,222.45,388.84,30
1774589180.003256,1503,Tree_20,431.01,433.20,30
1774589180.003256,1560,Tree_23,214.54,451.36,30
1774589180.003256,1549,Tree_28,37.22,414.36,30
1774589180.003256,1530,Tree_851,588.61,340.77,30
1774589180.003256,1446,InstancedFoliageActor_0,255.56,165.88,30
1774589180.003256,1556,Small_House_25,614.55,344.16,30
1774589180.003256,1544,Small_House_26,533.94,327.54,30
1774589180.003256,1472,Small_House_27,427.06,341.39,30
1774589180.003256,1548,Small_House_32,383.01,353.96,30
1774589180.003256,1546,Small_House_43,631.72,421.97,30
1774589180.003256,1526,Small_House_44,567.92,389.84,30
1774589180.003256,1547,Car_Porch_Prefab_10575,509.05,330.56,30
1774589180.003256,1561,Small_House_45,593.51,372.76,30
1774589180.003256,1562,Small_House_47,123.09,454.50,30
1774589180.182411,1469,Birch_16,307.67,454.59,30
1774589180.182411,1555,Birch_19,260.50,470.90,30
1774589180.182411,1533,Birch_20,299.68,441.41,30
1774589180.182411,1427,Birch_21,289.78,420.96,30
1774589180.182411,1322,Birch_834,492.20,372.25,30
1774589180.182411,1417,Car_100,70.96,447.74,30
1774589180.182411,1520,Car_45,381.81,370.42,30
1774589180.182411,1507,Car_49,509.26,340.42,30
1774589180.182411,1558,Car_51,181.54,444.13,30
1774589180.182411,1368,Car_53,442.78,383.57,30
1774589180.182411,1517,Car_55,537.81,361.52,30
1774589180.182411,1532,House_Base_Quart_01_374,177.33,400.75,30
1774589180.182411,1348,House_Base_Quart_2,195.50,397.38,30
1774589180.182411,1465,House_Base_Quart_4,168.94,398.52,30
1774589180.182411,1557,House_Base_Quart_6,213.00,394.12,30
1774589180.182411,1552,House_Base_Quart_7,220.84,389.06,30
1774589180.182411,1503,Tree_20,432.24,434.35,30
1774589180.182411,1560,Tree_23,209.01,452.38,30
1774589180.182411,1549,Tree_28,35.14,414.14,30
1774589180.182411,1530,Tree_851,589.98,342.60,30
1774589180.182411,1446,InstancedFoliageActor_0,255.76,163.63,30
1774589180.182411,1556,Small_House_25,615.08,346.21,30
1774589180.182411,1544,Small_House_26,534.68,328.80,30
1774589180.182411,1472,Small_House_27,427.16,342.19,30
1774589180.182411,1548,Small_House_32,382.81,354.66,30
1774589180.182411,1546,Small_House_43,632.71,425.90,30
1774589180.182411,1526,Small_House_44,569.35,392.22,30
1774589180.182411,1561,Small_House_45,593.98,375.04,30
1774589180.182411,1562,Small_House_47,118.30,455.06,30
1774589180.182411,1547,Car_Porch_Prefab_10575,509.62,331.69,30
1774589180.353897,1469,Birch_16,306.27,455.59,29
1774589180.353897,1555,Birch_19,258.19,472.17,29
1774589180.353897,1533,Birch_20,298.31,443.40,29
1774589180.353897,1427,Birch_21,288.46,422.44,29
1774589180.353897,1322,Birch_834,492.87,374.02,29
1774589180.353897,1417,Car_100,67.08,448.35,29
1774589180.353897,1520,Car_45,381.56,371.44,29
1774589180.353897,1507,Car_49,509.86,341.79,29
1774589180.353897,1558,Car_51,178.89,445.32,29
1774589180.353897,1368,Car_53,442.99,385.15,29
