unix_time,track_id,name,u,v,n_detections
1774586403.682057,0,Birch_36,241.09,229.61,12
1774586403.682057,1,Birch_4,525.97,132.05,12
1774586403.682057,2,Birch_5,593.70,130.32,12
1774586403.682057,3,Birch_566,253.44,231.08,12
1774586403.682057,4,Car_33,167.15,238.33,12
1774586403.682057,5,Car_58,232.25,235.40,12
1774586403.682057,6,Car_59,115.93,227.47,12
1774586403.682057,7,Tree_10,320.00,139.29,12
1774586403.682057,8,Tree_26,586.90,156.11,12
1774586403.682057,9,Tree_884,131.81,204.91,12
1774586403.682057,10,Small_House_31,202.21,232.73,12
1774586403.682057,11,Small_House_7,283.23,229.90,12
1774586409.095859,0,Birch_37,232.55,229.52,9
1774586409.095859,1,Birch_4,525.97,132.05,9
1774586409.095859,2,Birch_5,593.70,130.32,9
1774586409.095859,3,Car_58,232.25,235.40,9
1774586409.095859,4,Car_59,115.93,227.47,9
1774586409.095859,5,Tree_884,131.81,204.91,9
1774586409.095859,6,Tree_9,577.72,175.01,9
1774586409.095859,7,InstancedFoliageActor_0,239.70,122.09,9
1774586409.095859,8,Small_House_31,202.21,232.73,9
1774586419.306973,0,Birch_35,248.11,229.69,12
1774586419.306973,1,Birch_37,232.55,229.52,12
1774586419.306973,2,Birch_4,525.97,132.05,12
1774586419.306973,3,Birch_5,593.70,130.32,12
1774586419.306973,4,Birch_566,253.44,231.08,12
1774586419.306973,5,Car_33,167.15,238.33,12
1774586419.306973,6,Car_58,232.25,235.40,12
1774586419.306973,7,Car_59,115.93,227.47,12
1774586419.306973,8,Tree_10,320.00,139.29,12
1774586419.306973,9,Tree_9,577.72,175.01,12
1774586419.306973,10,Small_House_31,202.21,232.73,12
1774586419.306973,11,Medium_House_Prefab_49874,112.13,219.44,12
1774586598.350145,0,Birch_36,241.09,229.61,10
1774586598.350145,1,Birch_37,232.55,229.52,10
1774586598.350145,2,Birch_4,525.97,132.05,10
1774586598.350145,3,Birch_5,593.70,130.32,10
1774586598.350145,4,Car_58,232.25,235.40,10
1774586598.350145,5,Car_59,115.93,227.47,10
1774586598.350145,6,Tree_10,320.00,139.29,10
1774586598.350145,7,Tree_28,604.92,183.45,10
1774586598.350145,8,Tree_884,131.81,204.91,10
1774586598.350145,9,Small_House_31,202.21,232.73,10
1774586598.515865,0,Birch_35,248.11,229.69,13
1774586598.515865,1,Birch_36,241.09,229.61,13
1774586598.515865,4,Birch_37,232.55,229.52,13
1774586598.515865,2,Birch_4,525.97,132.05,13
1774586598.515865,3,Birch_5,593.70,130.32,13
1774586598.515865,9,Birch_566,253.44,231.08,13
1774586598.515865,5,Car_59,115.93,227.47,13
1774586598.515865,8,Tree_884,131.81,204.91,13
1774586598.515865,7,Tree_9,577.72,175.01,13
1774586598.515865,10,Small_House_31,202.21,232.73,13
1774586598.515865,11,Small_House_7,283.23,229.90,13
1774586598.515865,12,Medium_House_Prefab_49874,112.13,219.44,13
1774586598.515865,13,Car_58,232.25,235.40,13
1774586598.665695,0,Birch_35,248.11,229.69,13
1774586598.665695,1,Birch_36,241.09,229.61,13
1774586598.665695,4,Birch_37,232.55,229.52,13
1774586598.665695,2,Birch_4,525.97,132.05,13
1774586598.665695,3,Birch_5,593.70,130.32,13
1774586598.665695,9,Birch_566,253.44,231.08,13
1774586598.665695,10,Car_33,167.15,238.33,13
1774586598.665695,13,Car_58,232.25,235.40,13
1774586598.665695,5,Car_59,115.93,227.47,13
1774586598.665695,7,Tree_26,586.90,156.11,13
1774586598.665695,8,Small_House_31,202.21,232.73,13
1774586598.665695,11,Small_House_7,283.23,229.90,13
1774586598.665695,14,Tree_10,320.00,139.29,13
1774586598.817902,0,Birch_35,248.11,229.69,14
1774586598.817902,1,Birch_36,241.09,229.61,14
1774586598.817902,4,Birch_37,232.55,229.52,14
1774586598.817902,2,Birch_4,525.97,132.05,14
1774586598.817902,3,Birch_5,593.70,130.32,14
1774586598.817902,9,Birch_566,253.44,231.08,14
1774586598.817902,13,Car_58,232.25,235.40,14
1774586598.817902,5,Car_59,115.93,227.47,14
1774586598.817902,14,Tree_10,320.00,139.29,14
1774586598.817902,7,Tree_26,586.90,156.11,14
1774586598.817902,10,Tree_884,131.81,204.91,14
1774586598.817902,8,Small_House_31,202.21,232.73,14
1774586598.817902,11,Small_House_7,283.23,229.90,14
1774586598.817902,15,Medium_House_Prefab_49874,112.13,219.44,14
1774586598.971859,0,Birch_35,248.11,229.69,10
1774586598.971859,1,Birch_36,241.09,229.61,10
1774586598.971859,4,Birch_37,232.55,229.52,10
1774586598.971859,2,Birch_4,525.97,132.05,10
1774586598.971859,3,Birch_5,593.70,130.32,10
1774586598.971859,9,Birch_566,253.44,231.08,10
1774586598.971859,13,Car_58,232.25,235.40,10
1774586598.971859,5,Car_59,115.93,227.47,10
1774586598.971859,14,Tree_10,320.00,139.29,10
1774586598.971859,8,Small_House_31,202.21,232.73,10
1774586599.122897,0,Birch_35,248.11,229.69,11
1774586599.122897,4,Birch_37,232.55,229.52,11
1774586599.122897,2,Birch_4,525.97,132.05,11
1774586599.122897,3,Birch_5,593.70,130.32,11
1774586599.122897,9,Birch_566,253.44,231.08,11
1774586599.122897,13,Car_58,232.25,235.40,11
1774586599.122897,5,Car_59,115.93,227.47,11
1774586599.122897,14,Tree_10,320.00,139.29,11
1774586599.122897,8,Tree_884,131.81,204.91,11
1774586599.122897,1,Small_House_31,202.21,232.73,11
1774586599.122897,16,Medium_House_Prefab_49874,112.13,219.44,11
1774586599.274756,0,Birch_36,241.09,229.61,11
1774586599.274756,4,Birch_37,232.55,229.52,11
1774586599.274756,2,Birch_4,525.97,132.05,11
1774586599.274756,3,Birch_5,593.70,130.32,11
1774586599.274756,13,Car_58,232.25,235.40,11
1774586599.274756,5,Car_59,115.93,227.47,11
1774586599.274756,14,Tree_10,320.00,139.29,11
1774586599.274756,8,Tree_884,131.81,204.91,11
1774586599.274756,1,Small_House_31,202.21,232.73,11
1774586599.274756,16,Medium_House_Prefab_49874,112.13,219.44,11
1774586599.274756,17,Tree_9,577.72,175.01,11
1774586599.426805,0,Birch_36,241.09,229.61,10
1774586599.426805,4,Birch_37,232.55,229.52,10
1774586599.426805,2,Birch_4,525.97,132.05,10
1774586599.426805,3,Birch_5,593.70,130.32,10
1774586599.426805,13,Car_58,232.25,235.40,10
1774586599.426805,5,Car_59,115.93,227.47,10
1774586599.426805,14,Tree_10,320.00,139.29,10
1774586599.426805,8,Tree_884,131.81,204.91,10
1774586599.426805,1,Small_House_31,202.21,232.73,10
1774586599.426805,16,Medium_House_Prefab_49874,112.13,219.44,10
1774586599.579098,0,Birch_35,248.11,229.69,13
1774586599.579098,4,Birch_36,241.09,229.61,13
1774586599.579098,13,Birch_37,232.55,229.52,13
1774586599.579098,2,Birch_4,525.97,132.05,13
1774586599.579098,3,Birch_5,593.70,130.32,13
1774586599.579098,1,Car_58,232.25,235.40,13
1774586599.579098,5,Car_59,115.93,227.47,13
1774586599.579098,14,Tree_10,320.00,139.29,13
1774586599.579098,8,Tree_884,131.81,204.91,13
1774586599.579098,16,Medium_House_Prefab_49874,112.13,219.44,13
1774586599.579098,18,Tree_28,604.92,183.45,13
1774586599.579098,19,InstancedFoliageActor_0,239.70,122.09,13
1774586599.579098,20,Small_House_31,202.21,232.73,13
1774586599.732191,4,Birch_36,241.09,229.61,15
1774586599.732191,13,Birch_37,232.55,229.52,15
1774586599.732191,2,Birch_4,525.97,132.05,15
1774586599.732191,3,Birch_5,593.70,130.32,15
1774586599.732191,0,Birch_566,253.44,231.08,15
1774586599.732191,1,Car_58,232.25,235.40,15
1774586599.732191,5,Car_59,115.93,227.47,15
1774586599.732191,14,Tree_10,320.00,139.29,15
1774586599.732191,18,Tree_28,604.92,183.45,15
1774586599.732191,8,Tree_884,131.81,204.91,15
1774586599.732191,19,InstancedFoliageActor_0,239.70,122.09,15
1774586599.732191,20,Small_House_31,202.21,232.73,15
1774586599.732191,16,Medium_House_Prefab_49874,112.13,219.44,15
1774586599.732191,21,Tree_9,577.72,175.01,15
1774586599.732191,22,Small_House_7,283.23,229.90,15
1774586599.881972,0,Birch_35,248.11,229.69,13
1774586599.881972,4,Birch_36,241.09,229.61,13
1774586599.881972,13,Birch_37,232.55,229.52,13
1774586599.881972,2,Birch_4,525.97,132.05,13
1774586599.881972,3,Birch_5,593.70,130.32,13
1774586599.881972,20,Car_33,167.15,238.33,13
1774586599.881972,1,Car_58,232.25,235.40,13
1774586599.881972,5,Car_59,115.93,227.47,13
1774586599.881972,14,Tree_10,320.00,139.29,13
1774586599.881972,18,Tree_28,604.92,183.45,13
1774586599.881972,19,InstancedFoliageActor_0,239.70,122.09,13
1774586599.881972,8,Small_House_31,202.21,232.73,13
1774586599.881972,16,Medium_House_Prefab_49874,112.13,219.44,13
1774586600.057801,0,Birch_35,248.11,229.69,15
1774586600.057801,4,Birch_36,241.09,229.61,15
1774586600.057801,13,Birch_37,232.55,229.52,15
1774586600.057801,2,Birch_4,525.97,132.05,15
1774586600.057801,3,Birch_5,593.70,130.32,15
1774586600.057801,1,Birch_566,253.44,231.08,15
1774586600.057801,20,Car_33,167.15,238.33,15
1774586600.057801,8,Car_58,232.25,235.40,15
1774586600.057801,5,Car_59,115.93,227.47,15
1774586600.057801,14,Tree_10,320.00,139.29,15
1774586600.057801,16,Tree_884,131.81,204.91,15
1774586600.057801,18,Tree_9,577.72,175.01,15
1774586600.057801,19,InstancedFoliageActor_0,239.70,122.09,15
1774586600.057801,23,Small_House_31,202.21,232.73,15
1774586600.057801,24,Medium_House_Prefab_49874,112.13,219.44,15
1774586600.206051,0,Birch_35,248.11,229.69,11
1774586600.206051,4,Birch_36,241.09,229.61,11
1774586600.206051,13,Birch_37,232.55,229.52,11
1774586600.206051,2,Birch_4,525.97,132.05,11
1774586600.206051,3,Birch_5,593.70,130.32,11
1774586600.206051,1,Birch_566,253.44,231.08,11
1774586600.206051,8,Car_58,232.25,235.40,11
1774586600.206051,5,Car_59,115.93,227.47,11
1774586600.206051,18,Tree_9,577.72,175.01,11
1774586600.206051,23,Small_House_31,202.21,232.73,11
1774586600.206051,24,Medium_House_Prefab_49874,112.13,219.44,11
1774586600.427900,13,Birch_37,232.55,229.52,11
1774586600.427900,2,Birch_4,525.97,132.05,11
1774586600.427900,3,Birch_5,593.70,130.32,11
1774586600.427900,1,Birch_566,253.44,231.08,11
1774586600.427900,8,Car_58,232.25,235.40,11
1774586600.427900,5,Car_59,115.93,227.47,11
1774586600.427900,24,Tree_884,131.81,204.91,11
1774586600.427900,23,Small_House_31,202.21,232.73,11
1774586600.427900,25,InstancedFoliageActor_0,239.70,122.09,11
1774586600.427900,26,Medium_House_Prefab_49874,112.13,219.44,11
1774586600.427900,27,Tree_10,320.00,139.29,11
1774586600.603914,1,Birch_35,248.11,229.69,12
1774586600.603914,13,Birch_37,232.55,229.52,12
1774586600.603914,2,Birch_4,525.97,132.05,12
1774586600.603914,3,Birch_5,593.70,130.32,12
1774586600.603914,8,Car_58,232.25,235.40,12
1774586600.603914,5,Car_59,115.93,227.47,12
1774586600.603914,27,Tree_10,320.00,139.29,12
1774586600.603914,24,Tree_884,131.81,204.91,12
1774586600.603914,23,Small_House_31,202.21,232.73,12
1774586600.603914,26,Medium_House_Prefab_49874,112.13,219.44,12
1774586600.603914,28,Tree_9,577.72,175.01,12
1774586600.603914,29,Tree_24,328.38,212.67,12
1774586600.774052,2,Birch_4,525.97,132.05,9
1774586600.774052,3,Birch_5,593.70,130.32,9
1774586600.774052,1,Birch_566,253.44,231.08,9
1774586600.774052,8,Car_58,232.25,235.40,9
1774586600.774052,5,Car_59,115.93,227.47,9
1774586600.774052,24,Tree_884,131.81,204.91,9
1774586600.774052,27,InstancedFoliageActor_0,239.70,122.09,9
1774586600.774052,23,Small_House_31,202.21,232.73,9
1774586600.774052,26,Medium_House_Prefab_49874,112.13,219.44,9
1774586600.946168,1,Birch_35,248.11,229.69,11
1774586600.946168,8,Birch_36,241.09,229.61,11
1774586600.946168,2,Birch_4,525.97,132.05,11
1774586600.946168,23,Car_58,232.25,235.40,11
1774586600.946168,5,Car_59,115.93,227.47,11
1774586600.946168,27,Tree_10,320.00,139.29,11
1774586600.946168,24,Tree_884,131.81,204.91,11
1774586600.946168,3,Tree_9,577.72,175.01,11
1774586600.946168,26,Medium_House_Prefab_49874,112.13,219.44,11
1774586600.946168,30,InstancedFoliageActor_0,239.70,122.09,11
1774586600.946168,31,Small_House_31,202.21,232.73,11
1774586601.116058,23,Birch_37,232.55,229.52,10
1774586601.116058,2,Birch_4,525.97,132.05,10
1774586601.116058,3,Birch_5,593.70,130.32,10
1774586601.116058,1,Birch_566,253.44,231.08,10
1774586601.116058,8,Car_58,232.25,235.40,10
1774586601.116058,5,Car_59,115.93,227.47,10
1774586601.116058,27,Tree_10,320.00,139.29,10
1774586601.116058,24,Tree_884,131.81,204.91,10
1774586601.116058,30,InstancedFoliageActor_0,239.70,122.09,10
1774586601.116058,31,Small_House_31,202.21,232.73,10
1774586601.287328,1,Birch_35,248.11,229.69,10
1774586601.287328,23,Birch_36,241.09,229.61,10
1774586601.287328,8,Birch_37,232.55,229.52,10
1774586601.287328,2,Birch_4,525.97,132.05,10
1774586601.287328,31,Birch_566,253.44,231.08,10
1774586601.287328,5,Car_59,115.93,227.47,10
1774586601.287328,24,Small_House_31,202.21,232.73,10
1774586601.287328,32,Small_House_7,283.23,229.90,10
1774586601.287328,33,Medium_House_Prefab_49874,112.13,219.44,10
1774586601.287328,34,Car_58,232.25,235.40,10
1774586601.486097,1,Birch_35,248.11,229.69,10
1774586601.486097,23,Birch_36,241.09,229.61,10
1774586601.486097,2,Birch_4,525.97,132.05,10
1774586601.486097,34,Car_58,232.25,235.40,10
1774586601.486097,5,Car_59,115.93,227.47,10
1774586601.486097,24,Small_House_31,202.21,232.73,10
1774586601.486097,35,InstancedFoliageActor_0,239.70,122.09,10
1774586601.486097,36,Birch_5,593.70,130.32,10
1774586601.486097,37,Tree_10,320.00,139.29,10
1774586601.486097,38,Tree_26,586.90,156.11,10
1774586601.651861,1,Birch_35,248.11,229.69,12
1774586601.651861,23,Birch_36,241.09,229.61,12
1774586601.651861,2,Birch_4,525.97,132.05,12
1774586601.651861,36,Birch_5,593.70,130.32,12
1774586601.651861,34,Birch_566,253.44,231.08,12
1774586601.651861,24,Car_58,232.25,235.40,12
1774586601.651861,5,Car_59,115.93,227.47,12
1774586601.651861,37,Tree_10,320.00,139.29,12
1774586601.651861,38,Tree_9,577.72,175.01,12
1774586601.651861,35,InstancedFoliageActor_0,239.70,122.09,12
1774586601.651861,39,Small_House_31,202.21,232.73,12
1774586601.651861,40,Medium_House_Prefab_49874,112.13,219.44,12
1774586601.819139,1,Birch_35,248.11,229.69,11
1774586601.819139,23,Birch_36,241.09,229.61,11
1774586601.819139,24,Birch_37,232.55,229.52,11
1774586601.820138,2,Birch_4,525.97,132.05,11
1774586601.820138,36,Birch_5,593.70,130.32,11
1774586601.820138,34,Car_58,232.25,235.40,11
1774586601.820138,5,Car_59,115.93,227.47,11
1774586601.820138,37,Tree_10,320.00,139.29,11
1774586601.820138,40,Tree_884,131.81,204.91,11
1774586601.820138,35,InstancedFoliageActor_0,239.70,122.09,11
1774586601.820138,39,Small_House_31,202.21,232.73,11
1774586601.987957,1,Birch_35,248.11,229.69,11
1774586601.987957,23,Birch_36,241.09,229.61,11
1774586601.987957,2,Birch_4,525.97,132.05,11
1774586601.987957,36,Birch_5,593.70,130.32,11
1774586601.987957,24,Birch_566,253.44,231.08,11
1774586601.987957,34,Car_58,232.25,235.40,11
1774586601.987957,5,Car_59,115.93,227.47,11
1774586601.987957,37,Tree_10,320.00,139.29,11
1774586601.987957,35,InstancedFoliageActor_0,239.70,122.09,11
1774586601.987957,39,Small_House_31,202.21,232.73,11
1774586601.987957,41,Tree_9,577.72,175.01,11
1774586602.160035,23,Birch_36,241.09,229.61,9
1774586602.160035,34,Birch_37,232.55,229.52,9
1774586602.160035,2,Birch_4,525.97,132.05,9
1774586602.160035,36,Birch_5,593.70,130.32,9
1774586602.160035,1,Car_58,232.25,235.40,9
1774586602.160035,5,Car_59,115.93,227.47,9
1774586602.160035,37,Tree_10,320.00,139.29,9
1774586602.160035,35,InstancedFoliageActor_0,239.70,122.09,9
1774586602.160035,39,Small_House_31,202.21,232.73,9
1774586602.329206,23,Birch_36,241.09,229.61,13
1774586602.329206,34,Birch_37,232.55,229.52,13
1774586602.329206,2,Birch_4,525.97,132.05,13
1774586602.329206,36,Birch_5,593.70,130.32,13
1774586602.329206,1,Birch_566,253.44,231.08,13
1774586602.329206,39,Car_58,232.25,235.40,13
1774586602.329206,5,Car_59,115.93,227.47,13
1774586602.329206,37,Tree_10,320.00,139.29,13
1774586602.329206,42,Tree_28,604.92,183.45,13
1774586602.329206,43,Tree_884,131.81,204.91,13
1774586602.329206,44,Small_House_31,202.21,232.73,13
1774586602.329206,45,Small_House_7,283.23,229.90,13
1774586602.329206,46,Medium_House_Prefab_49874,112.13,219.44,13
1774586602.502710,23,Birch_36,241.09,229.61,9
1774586602.502710,34,Birch_37,232.55,229.52,9
1774586602.502710,2,Birch_4,525.97,132.05,9
1774586602.502710,36,Birch_5,593.70,130.32,9
1774586602.502710,39,Car_58,232.25,235.40,9
1774586602.502710,5,Car_59,115.93,227.47,9
1774586602.502710,37,Tree_10,320.00,139.29,9
1774586602.502710,42,Tree_9,577.72,175.01,9
1774586602.502710,44,Small_House_31,202.21,232.73,9
1774586602.671386,2,Birch_4,525.97,132.05,10
1774586602.671386,36,Birch_5,593.70,130.32,10
1774586602.671386,23,Birch_566,253.44,231.08,10
1774586602.671386,39,Car_58,232.25,235.40,10
1774586602.671386,5,Car_59,115.93,227.47,10
1774586602.671386,42,Tree_26,586.90,156.11,10
1774586602.671386,37,InstancedFoliageActor_0,239.70,122.09,10
1774586602.671386,44,Small_House_31,202.21,232.73,10
1774586602.671386,47,Medium_House_Prefab_49874,112.13,219.44,10
1774586602.671386,48,Tree_9,577.72,175.01,10
1774586602.842048,39,Birch_37,232.55,229.52,10
1774586602.842048,2,Birch_4,525.97,132.05,10
1774586602.842048,36,Birch_5,593.70,130.32,10
1774586602.842048,23,Car_58,232.25,235.40,10
1774586602.842048,5,Car_59,115.93,227.47,10
1774586602.842048,37,Tree_10,320.00,139.29,10
1774586602.842048,48,Tree_28,604.92,183.45,10
1774586602.842048,47,Tree_884,131.81,204.91,10
1774586602.842048,44,Small_House_31,202.21,232.73,10
1774586602.842048,49,InstancedFoliageActor_0,239.70,122.09,10
1774586603.016729,39,Birch_35,248.11,229.69,13
1774586603.016729,23,Birch_36,241.09,229.61,13
1774586603.016729,44,Birch_37,232.55,229.52,13
1774586603.016729,2,Birch_4,525.97,132.05,13
1774586603.016729,36,Birch_5,593.70,130.32,13
1774586603.016729,5,Car_59,115.93,227.47,13
1774586603.016729,37,Tree_10,320.00,139.29,13
1774586603.016729,47,Tree_884,131.81,204.91,13
1774586603.016729,48,Tree_9,577.72,175.01,13
1774586603.016729,50,Small_House_31,202.21,232.73,13
1774586603.016729,51,Small_House_7,283.23,229.90,13
1774586603.016729,52,Birch_566,253.44,231.08,13
1774586603.016729,53,Car_58,232.25,235.40,13
1774586603.179925,39,Birch_35,248.11,229.69,9
1774586603.179925,23,Birch_36,241.09,229.61,9
1774586603.179925,2,Birch_4,525.97,132.05,9
1774586603.179925,36,Birch_5,593.70,130.32,9
1774586603.179925,53,Car_58,232.25,235.40,9
1774586603.179925,5,Car_59,115.93,227.47,9
1774586603.179925,37,Tree_10,320.00,139.29,9
1774586603.179925,50,Small_House_31,202.21,232.73,9
1774586603.179925,47,Medium_House_Prefab_49874,112.13,219.44,9
1774586603.352138,39,Birch_35,248.11,229.69,11
1774586603.352138,53,Birch_37,232.55,229.52,11
1774586603.352138,2,Birch_4,525.97,132.05,11
1774586603.352138,36,Birch_5,593.70,130.32,11
1774586603.352138,23,Car_58,232.25,235.40,11
1774586603.352138,5,Car_59,115.93,227.47,11
1774586603.352138,47,Tree_884,131.81,204.91,11
1774586603.352138,50,Small_House_31,202.21,232.73,11
1774586603.352138,54,Tree_9,577.72,175.01,11
1774586603.352138,55,Medium_House_Prefab_49874,112.13,219.44,11
1774586603.352138,56,Tree_26,586.90,156.11,11
1774586603.530077,39,Birch_36,241.09,229.61,12
1774586603.530077,53,Birch_37,232.55,229.52,12
1774586603.530077,2,Birch_4,525.97,132.05,12
1774586603.530077,36,Birch_5,593.70,130.32,12
1774586603.530077,23,Birch_566,253.44,231.08,12
1774586603.530077,50,Car_58,232.25,235.40,12
1774586603.530077,5,Car_59,115.93,227.47,12
1774586603.530077,56,Tree_26,586.90,156.11,12
1774586603.530077,47,Tree_884,131.81,204.91,12
1774586603.530077,54,Tree_9,577.72,175.01,12
1774586603.530077,57,Small_House_31,202.21,232.73,12
1774586603.530077,58,Tree_10,320.00,139.29,12
1774586603.704754,39,Birch_36,241.09,229.61,11
1774586603.704754,53,Birch_37,232.55,229.52,11
1774586603.704754,2,Birch_4,525.97,132.05,11
1774586603.704754,36,Birch_5,593.70,130.32,11
1774586603.704754,50,Car_58,232.25,235.40,11
1774586603.704754,5,Car_59,115.93,227.47,11
1774586603.704754,58,Tree_10,320.00,139.29,11
1774586603.704754,47,Tree_884,131.81,204.91,11
1774586603.704754,54,Tree_9,577.72,175.01,11
1774586603.704754,57,Small_House_31,202.21,232.73,11
1774586603.704754,23,Small_House_7,283.23,229.90,11
1774586603.869886,39,Birch_36,241.09,229.61,12
1774586603.869886,53,Birch_37,232.55,229.52,12
1774586603.869886,2,Birch_4,525.97,132.05,12
1774586603.869886,36,Birch_5,593.70,130.32,12
1774586603.869886,50,Car_58,232.25,235.40,12
1774586603.869886,5,Car_59,115.93,227.47,12
1774586603.869886,58,Tree_10,320.00,139.29,12
1774586603.869886,47,Tree_884,131.81,204.91,12
1774586603.869886,54,Tree_9,577.72,175.01,12
1774586603.869886,57,Small_House_31,202.21,232.73,12
1774586603.869886,59,InstancedFoliageActor_0,239.70,122.09,12
1774586603.869886,60,Medium_House_Prefab_49874,112.13,219.44,12
1774586604.045064,39,Birch_36,241.09,229.61,10
1774586604.045064,2,Birch_4,525.97,132.05,10
1774586604.045064,36,Birch_5,593.70,130.32,10
1774586604.045064,53,Birch_566,253.44,231.08,10
1774586604.045064,50,Car_58,232.25,235.40,10
1774586604.045064,5,Car_59,115.93,227.47,10
1774586604.045064,58,Tree_10,320.00,139.29,10
1774586604.045064,47,Tree_884,131.81,204.91,10
1774586604.045064,57,Small_House_31,202.21,232.73,10
1774586604.045064,60,Medium_House_Prefab_49874,112.13,219.44,10
1774586604.213203,53,Birch_35,248.11,229.69,9
1774586604.213203,39,Birch_36,241.09,229.61,9
1774586604.213203,2,Birch_4,525.97,132.05,9
1774586604.213203,36,Birch_5,593.70,130.32,9
1774586604.213203,50,Car_58,232.25,235.40,9
1774586604.213203,5,Car_59,115.93,227.47,9
1774586604.213203,58,Tree_10,320.00,139.29,9
1774586604.213203,57,Small_House_31,202.21,232.73,9
1774586604.213203,60,Medium_House_Prefab_49874,112.13,219.44,9
1774586604.390100,53,Birch_35,248.11,229.69,13
1774586604.390100,39,Birch_36,241.09,229.61,13
1774586604.390100,50,Birch_37,232.55,229.52,13
1774586604.390100,2,Birch_4,525.97,132.05,13
1774586604.390100,36,Birch_5,593.70,130.32,13
1774586604.390100,57,Birch_566,253.44,231.08,13
1774586604.390100,5,Car_59,115.93,227.47,13
1774586604.390100,58,Tree_10,320.00,139.29,13
1774586604.390100,60,Tree_884,131.81,204.91,13
1774586604.390100,61,InstancedFoliageActor_0,239.70,122.09,13
1774586604.390100,62,Small_House_31,202.21,232.73,13
1774586604.390100,63,Medium_House_Prefab_49874,112.13,219.44,13
1774586604.390100,64,Car_58,232.25,235.40,13
1774586604.556496,53,Birch_35,248.11,229.69,10
1774586604.556496,39,Birch_36,241.09,229.61,10
1774586604.556496,2,Birch_4,525.97,132.05,10
1774586604.556496,36,Birch_5,593.70,130.32,10
1774586604.556496,62,Car_33,167.15,238.33,10
1774586604.556496,64,Car_58,232.25,235.40,10
1774586604.556496,5,Car_59,115.93,227.47,10
1774586604.556496,58,Tree_10,320.00,139.29,10
1774586604.556496,50,Small_House_31,202.21,232.73,10
1774586604.556496,57,Small_House_7,283.23,229.90,10
1774586604.726710,53,Birch_35,248.11,229.69,10
1774586604.726710,39,Birch_36,241.09,229.61,10
1774586604.726710,2,Birch_4,525.97,132.05,10
1774586604.726710,36,Birch_5,593.70,130.32,10
1774586604.726710,62,Car_33,167.15,238.33,10
1774586604.726710,64,Car_58,232.25,235.40,10
1774586604.726710,5,Car_59,115.93,227.47,10
1774586604.726710,58,Tree_10,320.00,139.29,10
1774586604.726710,50,Tree_884,131.81,204.91,10
1774586604.726710,57,Small_House_31,202.21,232.73,10
1774586604.897234,53,Birch_35,248.11,229.69,12
1774586604.897234,64,Birch_37,232.55,229.52,12
1774586604.897234,2,Birch_4,525.97,132.05,12
1774586604.897234,36,Birch_5,593.70,130.32,12
1774586604.897234,39,Birch_566,253.44,231.08,12
1774586604.897234,62,Car_33,167.15,238.33,12
1774586604.897234,57,Car_58,232.25,235.40,12
1774586604.897234,5,Car_59,115.93,227.47,12
1774586604.897234,58,Tree_10,320.00,139.29,12
1774586604.897234,50,Tree_884,131.81,204.91,12
1774586604.897234,65,Tree_9,577.72,175.01,12
1774586604.897234,66,Small_House_31,202.21,232.73,12
1774586605.068337,53,Birch_35,248.11,229.69,12
1774586605.068337,64,Birch_37,232.55,229.52,12
1774586605.068337,2,Birch_4,525.97,132.05,12
1774586605.068337,36,Birch_5,593.70,130.32,12
1774586605.068337,57,Car_58,232.25,235.40,12
1774586605.068337,5,Car_59,115.93,227.47,12
1774586605.068337,58,Tree_10,320.00,139.29,12
1774586605.068337,65,Tree_26,586.90,156.11,12
1774586605.068337,50,Tree_884,131.81,204.91,12
1774586605.068337,66,Small_House_31,202.21,232.73,12
1774586605.068337,39,Small_House_7,283.23,229.90,12
1774586605.068337,67,InstancedFoliageActor_0,239.70,122.09,12
1774586605.239050,53,Birch_35,248.11,229.69,12
1774586605.239050,64,Birch_36,241.09,229.61,12
1774586605.239050,57,Birch_37,232.55,229.52,12
1774586605.239050,2,Birch_4,525.97,132.05,12
1774586605.239050,36,Birch_5,593.70,130.32,12
1774586605.239050,66,Car_33,167.15,238.33,12
1774586605.239050,39,Car_58,232.25,235.40,12
1774586605.239050,5,Car_59,115.93,227.47,12
1774586605.239050,58,Tree_10,320.00,139.29,12
1774586605.239050,50,Tree_884,131.81,204.91,12
1774586605.239050,65,Tree_9,577.72,175.01,12
1774586605.239050,68,Small_House_31,202.21,232.73,12
1774586605.409898,53,Birch_35,248.11,229.69,10
1774586605.409898,64,Birch_36,241.09,229.61,10
1774586605.409898,57,Birch_37,232.55,229.52,10
1774586605.409898,2,Birch_4,525.97,132.05,10
1774586605.409898,36,Birch_5,593.70,130.32,10
1774586605.409898,39,Car_58,232.25,235.40,10
1774586605.409898,5,Car_59,115.93,227.47,10
1774586605.409898,58,Tree_10,320.00,139.29,10
1774586605.409898,68,Small_House_31,202.21,232.73,10
1774586605.409898,69,InstancedFoliageActor_0,239.70,122.09,10
1774586605.572118,53,Birch_35,248.11,229.69,14
1774586605.572118,64,Birch_36,241.09,229.61,14
1774586605.572118,2,Birch_4,525.97,132.05,14
1774586605.572118,36,Birch_5,593.70,130.32,14
1774586605.572118,57,Birch_566,253.44,231.08,14
1774586605.572118,68,Car_33,167.15,238.33,14
1774586605.572118,39,Car_58,232.25,235.40,14
1774586605.572118,5,Car_59,115.93,227.47,14
1774586605.572118,58,Tree_10,320.00,139.29,14
1774586605.572118,69,InstancedFoliageActor_0,239.70,122.09,14
